HP:0000002	abnormality body height
HP:0410153	acid increased level methylsuccinic urine
HP:0410154	acid increased level myristic serum
HP:0410154	acid increased level serum tetradecanoic
HP:0410156	acetylneuraminic acid increased level n urine
HP:0410156	increased level nana urine
HP:0410156	increased level neu5ac urine
HP:0410157	fibroblasts increased level neu5ac
HP:0410157	acid fibroblasts increased level sialic
HP:0410157	acetylneuraminic acid fibroblasts increased level n
HP:0410157	fibroblasts increased level nana
HP:0410166	cross defective interstrand link repair
HP:0410167	abnormality chest musculature
HP:0410167	chest issues muscle
HP:0410167	abnormal chest morphology musculature
HP:0410168	back issues muscle
HP:0410168	abnormality back musculature
HP:0410169	abnormality musculature shoulder
HP:0410169	issues muscle shoulder
HP:0410169	abnormal morphology musculature shoulder
HP:0410170	atrophy hippocampus
HP:0410170	atrophy hippocampal
HP:0410170	degeneration hippocampus
HP:0410171	cotinine increased level
HP:0410172	blood xenobiotic
HP:0410173	circulating concentration i increased troponin
HP:0410173	blood i increased level troponin
HP:0410174	circulating concentration increased t troponin
HP:0410174	blood increased level t troponin
HP:0410175	blood bodies increased ketone level
HP:0410175	hyperketonemia
HP:0410175	body circulating concentration elevated ketone
HP:0410175	ketonemia
HP:0410176	6 abnormal dehydrogenase glucose level phosphate
HP:0410176	abnormal g6pd level
HP:0410177	abnormal blood g6pd level
HP:0410177	6 abnormal blood dehydrogenase glucose level phosphate
HP:0410178	6 blood dehydrogenase glucose increased level phosphate
HP:0410178	blood g6pd increased level
HP:0410179	6 blood decreased dehydrogenase glucose level phosphate
HP:0410179	blood decreased g6pd level
HP:0410180	6 abnormal blood dehydrogenase dried glucose level phosphate spot
HP:0410180	6 abnormal dbs dehydrogenase glucose level phosphate
HP:0410180	abnormal blood dried g6pd level spot
HP:0410181	blood dried g6pd increased level spot
HP:0410181	6 dbs dehydrogenase glucose increased level phosphate
HP:0410181	6 blood dehydrogenase dried glucose increased level phosphate spot
HP:0410182	6 dbs decreased dehydrogenase glucose level phosphate
HP:0410182	blood decreased dried g6pd level spot
HP:0410182	6 blood decreased dehydrogenase dried glucose level phosphate spot
HP:0410183	abnormal g6pd leukocytes level
HP:0410183	6 abnormal dehydrogenase glucose leukocytes level phosphate
HP:0410184	6 abnormal blood cells dehydrogenase glucose level phosphate red
HP:0410184	abnormal blood cells g6pd level red
HP:0410184	abnormal g6pd level rbcs
HP:0410185	abnormal g6pd level tissue
HP:0410185	6 abnormal dehydrogenase glucose level phosphate tissue
HP:0410186	6 dehydrogenase glucose increased level phosphate tissue
HP:0410186	g6pd increased level tissue
HP:0410187	decreased g6pd level tissue
HP:0410187	6 decreased dehydrogenase glucose level phosphate tissue
HP:0410188	decreased g6pd level rbcs
HP:0410188	6 blood cells decreased dehydrogenase glucose level phosphate red
HP:0410188	blood cells decreased g6pd level red
HP:0410189	blood cells g6pd increased level red
HP:0410189	6 blood cells dehydrogenase glucose increased level phosphate red
HP:0410189	g6pd increased level rbcs
HP:0410190	6 decreased dehydrogenase glucose leukocytes level phosphate
HP:0410190	decreased g6pd leukocytes level
HP:0410191	6 dehydrogenase glucose increased leukocytes level phosphate
HP:0410191	g6pd increased leukocytes level
HP:0410192	4 abnormal epimerase glucose level udp
HP:0410192	4 abnormal diphosphate epimerase glucose level uridine
HP:0410193	4 abnormal activity epimerase glucose level plasma udp
HP:0410193	4 abnormal diphosphate epimerase glucose level plasma uridine
HP:0410194	4 epimerase glucose increased level plasma udp
HP:0410194	4 diphosphate epimerase glucose increased level plasma uridine
HP:0410195	4 decreased diphosphate epimerase glucose level plasma uridine
HP:0410195	4 decreased epimerase glucose level plasma udp
HP:0410196	4 abnormal epimerase glucose level rbcs udp
HP:0410196	4 abnormal blood cells epimerase glucose level red udp
HP:0410196	4 abnormal blood cells diphosphate epimerase glucose level red uridine
HP:0410197	4 blood cells diphosphate epimerase glucose increased level red uridine
HP:0410197	4 blood cells epimerase glucose increased level red udp
HP:0410197	4 epimerase glucose increased level rbcs udp
HP:0410198	4 blood cells decreased diphosphate epimerase glucose level red uridine
HP:0410198	4 blood cells decreased epimerase glucose level red udp
HP:0410198	4 decreased epimerase glucose level rbcs udp
HP:0410199	concentration csf elevated urate
HP:0410199	cerebrospinal fluid increased urate
HP:0410199	concentration csf increased urate
HP:0410200	barbiturate meconium positive test
HP:0410201	barbiturate hair positive test
HP:0410202	barbiturate positive stool test
HP:0410203	barbiturate fluid gastric positive test
HP:0410204	increased intestinal time transit
HP:0410205	abnormal circulating concentration nicotinurate
HP:0410205	abnormal circulating level nicotinurate
HP:0410205	abnormal circulating level n nicotinoylglycine
HP:0410206	circulating increased level n nicotinoylglycine
HP:0410206	circulating increased level nicotinurate
HP:0410207	methadone plasma positive serum test
HP:0410208	cotinine plasma positive serum test
HP:0410209	cerebrospinal deficiency fluid folate
HP:0410209	csf deficiency folate
HP:0410210	abnormal blood cord measurement
HP:0410211	abnormal blood cord gas level
HP:0410212	blood cord high level oxygen
HP:0410212	blood cord hyperoxemia
HP:0410213	blood cord hypoxemia
HP:0410213	blood cord level low oxygen
HP:0410214	blood cord hypercapnia
HP:0410214	blood carbon cord dioxide high level
HP:0410215	blood cord hypocapnia
HP:0410215	blood carbon cord dioxide level low
HP:0410216	abnormal level methylfolate serum
HP:0410216	5 abnormal blood level methyltetrahydrofolate
HP:0410217	level methylfolate reduced serum
HP:0410217	5 blood level methyltetrahydrofolate reduced
HP:0410218	arch dental disorder mandibular maxillary relationship
HP:0410218	hypoplasia mandible maxilla relative to
HP:0410219	arch dental disorder mandibular maxillary relationship
HP:0410219	hypoplasia mandible maxilla relative to
HP:0410220	anti antibody dairy ige increased level protein
HP:0410220	anti antibody dairy ige increased level
HP:0410221	animal anti antibody ige increased level protein
HP:0410222	anti antibody ige increased level seafood
HP:0410223	anti antibody dust ige increased level mite
HP:0410224	anti antibody bacteria ige increased level
HP:0410225	anti antibody drug ige increased level
HP:0410226	anti antibody feather ige increased level
HP:0410227	allergen anti antibody food ige increased level
HP:0410228	allergen anti antibody based food ige increased level plant
HP:0410229	anti antibody gluten ige increased level
HP:0410230	anti antibody food ige increased level nut product
HP:0410231	anti antibody egg ige increased level
HP:0410232	anti antibody fungus ige increased level
HP:0410232	anti antibody fungi ige increased level
HP:0410232	anti antibody fungal ige increased level
HP:0410233	allergen anti antibody ige increased level meat
HP:0410234	anti antibody ige increased level parasite
HP:0410235	anti antibody ige increased insect level
HP:0410236	anti antibody ige increased level venom
HP:0410238	anti antibody ige increased level plant product
HP:0410239	norcotinine positive test urine
HP:0410240	abnormal blood iga level
HP:0410240	abnormal circulating iga level
HP:0410241	abnormal circulating ige level
HP:0410241	abnormal blood ige level
HP:0410242	abnormal circulating igg level
HP:0410242	abnormal blood igg level
HP:0410243	abnormal circulating igm level
HP:0410243	abnormal blood igm level
HP:0410244	abnormal blood igd level
HP:0410244	abnormal circulating igd level
HP:0410245	circulating decreased igd
HP:0410245	deficiency igd
HP:0410245	blood decreased igd
HP:0410245	decreased igd
HP:0410246	igd increased level
HP:0410246	circulating igd increased level
HP:0410246	igd increased serum
HP:0410246	hypergammaglobulinemia igd
HP:0410246	igd increased levels
HP:0410246	elevated igd
HP:0410246	elevated igd serum
HP:0410247	anti antibody dander ige increased level
HP:0410247	animal anti antibody dander ige increased level
HP:0410248	anti antibody dust house ige increased level mite
HP:0410248	anti antibody dust house ige increased level
HP:0410249	1 3 alpha anti antibody galactose ige increased level
HP:0410249	alpha anti antibody gal ige increased level
HP:0410251	abnormal l selectin shedding
HP:0410252	chronic neutropenia
HP:0410253	arrest bone marrow maturation myeloid
HP:0410253	arrest maturation myeloid
HP:0410254	arrest bone cyclic marrow maturation myeloid neutropenia
HP:0410255	neutropenia transient
HP:0410256	associated infection neutropenia
HP:0410257	infection neutrophilia presence
HP:0410258	absence infection neutrophilia
HP:0410259	fusion hepatic pulmonary
HP:0410259	fusion hepatopulmonary
HP:0410260	asymmetrical crease gluteal horizontal
HP:0410260	asymmetrical gluteal sulcus
HP:0410260	asymmetrical buttock crease
HP:0410260	asymmetrical crease gluteal
HP:0410261	4th 5th between space toe wide
HP:0410262	abnormal cranial function lower nerve
HP:0410262	cranial dysfunction lower nerve
HP:0410263	abnormality brain imaging
HP:0410263	abnormal brain imaging
HP:0410264	hemangioma subglottic
HP:0410264	airway hemangioma
HP:0410265	hemangioma supraglottic
HP:0410266	hemangioma visceral
HP:0410267	hemangiomas intestinal
HP:0410267	hemangioma intestinal
HP:0410267	bowel hemangioma
HP:0410268	hemangioma spleen
HP:0410268	hemangioma splenic
HP:0410269	hemangioma labial
HP:0410270	esophageal hemangioma
HP:0410271	hemangioma throat
HP:0410271	hemangioma laryngeal
HP:0410272	hemangioma vulvar
HP:0410273	hemangioma retropharyngeal
HP:0410274	hemangioma paraspinal
HP:0410275	hemangioma lumbar sacral
HP:0410275	hemangioma lumbosacral
HP:0410276	raphe supraumbilical
HP:0410276	midline raphe supraumbilical
HP:0410277	pit sternal
HP:0410278	cyst gland pituitary
HP:0410279	atrophic pituitary
HP:0410279	atrophy gland pituitary
HP:0410279	atrophic gland pituitary
HP:0410281	dyspepsia
HP:0410281	indigestion
HP:0410282	abnormal amylase circulating concentration
HP:0410282	abnormal amylase circulating level
HP:0410283	blood positive test tylenol
HP:0410283	acetaminophen blood positive test
HP:0410283	blood paracetamol positive test
HP:0410284	blood norpropoxyphene positive test
HP:0410285	meconium methadone positive test
HP:0410286	blood moban positive test
HP:0410286	blood molindone positive test
HP:0410287	chest hemangioma
HP:0410287	hemangioma intrathoracic
HP:0410288	amylase circulating increased level
HP:0410288	hyperamylasemia
HP:0410289	hypoamylasemia
HP:0410289	amylase circulating decreased level
HP:0410290	norpropoxyphene positive test urine
HP:0410291	negativism
HP:0410292	abnormal agents antibody blood group level natural to
HP:0410292	abnormal isohemagglutinin level
HP:0410292	abnormal antibody antigens blood group isohemagglutinin level natural to
HP:0410293	absent isohemagglutinin level
HP:0410293	absent agents antibody blood group natural to
HP:0410293	absence complete isohemagglutinins near or
HP:0410294	antibody decreased protein response specific to vaccine
HP:0410295	absence antibody complete near or response specific tetanus to vaccine
HP:0410296	absence antibody b complete hepatitis near or response specific to vaccine
HP:0410297	absence antibody partial response specific tetanus to vaccine
HP:0410298	absence antibody b hepatitis partial response specific to vaccine
HP:0410299	antibody decreased polysaccharide response specific to vaccine
HP:0410300	absence antibody complete near or pneumococcus response specific to unconjugated vaccine
HP:0410301	absence antibody partial pneumococcus response specific to unconjugated vaccine
HP:0410302	antibody conjugated decreased polysaccharide protein response specific to vaccine
HP:0410303	absence antibody b complete haemophilus hib influenzae near or response specific to type vaccine
HP:0410304	absence antibody complete meningococcus near or response specific to vaccine
HP:0410305	absence antibody b haemophilus hib influenzae partial response specific to type vaccine
HP:0410306	absence antibody meningococcus partial response specific to vaccine
HP:0410307	methadone positive stool test
HP:0410308	antibody decreased infection response specific to
HP:0410309	2 aciduria aminoadipic
HP:0410309	aciduria alpha aminoadipic
HP:0410310	abnormality csf morphology neutrophil
HP:0410310	abnormality cerebrospinal fluid morphology neutrophil
HP:0410311	csf hyposegmentation neutrophil nuclei
HP:0410311	cerebrospinal fluid hyposegmentation neutrophil nuclei
HP:0410312	cerebrospinal fluid hypersegmentation neutrophil nuclei
HP:0410312	csf hypersegmentation neutrophil nuclei
HP:0410313	1 abnormal concentration methylhistidine urinary
HP:0410314	1 decreased methylhistidine urinary
HP:0410315	1 increased methylhistidine urinary
HP:0410315	1 methylhistidinuria
HP:0410316	3 abnormal level methylhistidine urinary
HP:0410317	3 methylhistidinuria
HP:0410317	3 increased methylhistidine urinary
HP:0410318	3 decreased methylhistidine urinary
HP:0410319	allergy alpha gal ige mediated
HP:0410319	allergy alpha gal
HP:0410319	allergy alpha e gal immunoglobulin mediated
HP:0410319	allergy alpha gal to
HP:0410320	allergy animal ige mediated protein
HP:0410320	allergy animal e immunoglobulin mediated protein
HP:0410320	allergy animal proteins to
HP:0410320	allergy animal protein
HP:0410321	allergy animal dander e immunoglobulin mediated
HP:0410321	allergy animal dander ige mediated
HP:0410321	allergy animal dander
HP:0410321	allergy animal dander to
HP:0410322	allergy bacteria
HP:0410322	allergy bacteria ige mediated
HP:0410322	allergy bacteria to
HP:0410322	allergy bacteria e immunoglobulin mediated
HP:0410323	allergy drug ige mediated
HP:0410323	allergy drug
HP:0410323	allergy drug e immunoglobulin mediated
HP:0410323	allergy drugs to
HP:0410324	allergy dust e immunoglobulin mediated mite
HP:0410324	allergy dust mites to
HP:0410324	allergy dust mite
HP:0410324	allergy dust ige mediated mite
HP:0410325	allergy dust house ige mediated mite
HP:0410325	allergy dust house mite
HP:0410325	allergy dust house mites to
HP:0410325	allergy dust e house immunoglobulin mediated mite
HP:0410326	allergy feather ige mediated
HP:0410326	allergy feathers to
HP:0410326	allergy e feather immunoglobulin mediated
HP:0410326	allergy feather
HP:0410327	allergy dairy e immunoglobulin mediated
HP:0410327	allergy dairy
HP:0410327	allergy dairy ige mediated
HP:0410327	allergy dairy to
HP:0410328	allergy eggs to
HP:0410328	allergy egg
HP:0410328	allergy e egg immunoglobulin mediated
HP:0410328	allergy egg ige mediated
HP:0410329	allergy gluten
HP:0410329	allergy gluten ige mediated
HP:0410329	allergy gluten to
HP:0410329	allergy e gluten immunoglobulin mediated
HP:0410330	allergen allergy meat
HP:0410330	allergy meat
HP:0410330	allergen allergy e immunoglobulin meat mediated
HP:0410330	allergen allergy ige meat mediated
HP:0410330	allergens allergy meat to
HP:0410331	allergy food ige mediated nut product
HP:0410331	allergy food nut products to
HP:0410331	allergy nut
HP:0410331	allergy food nut product
HP:0410331	allergy e food immunoglobulin mediated nut product
HP:0410332	allergens allergy based food plant to
HP:0410332	allergen allergy based food ige mediated plant
HP:0410332	allergen allergy based e food immunoglobulin mediated plant
HP:0410332	allergy based food plant
HP:0410333	allergy seafood
HP:0410333	allergy e immunoglobulin mediated seafood
HP:0410333	allergy ige mediated seafood
HP:0410333	allergy seafood to
HP:0410334	allergy e fungi immunoglobulin mediated
HP:0410334	allergy fungus
HP:0410334	allergy fungi
HP:0410334	allergy fungal
HP:0410334	allergy fungi to
HP:0410334	allergy fungi ige mediated
HP:0410335	allergy e immunoglobulin insect mediated
HP:0410335	allergy insect
HP:0410335	allergy insects to
HP:0410335	allergy ige insect mediated
HP:0410336	allergy to venom
HP:0410336	allergy venom
HP:0410336	allergy e immunoglobulin mediated venom
HP:0410336	allergy ige mediated venom
HP:0410337	allergy e immunoglobulin mediated parasite
HP:0410337	allergy ige mediated parasite
HP:0410337	allergy parasite
HP:0410337	allergy parasites to
HP:0410338	allergy e immunoglobulin mediated plant product
HP:0410338	allergy plant product
HP:0410338	allergy plant products to
HP:0410338	allergy ige mediated plant product
HP:0410339	allergy bite ige insect mediated
HP:0410339	allergy bite e immunoglobulin insect mediated
HP:0410339	allergy bite insect
HP:0410339	allergy bites insect to
HP:0410340	epithelial focal hyperplasia lining mouth
HP:0410340	epithelial focal hyperplasia mucosa oral
HP:0410340	epithelial hyperplasia mucosa oral
HP:0410341	abnormal circulating heparan level sulphate
HP:0410341	abnormality blood concentration heparan sulfate
HP:0410341	abnormality blood concentration heparan sulphate
HP:0410341	abnormal circulating heparan level sulfate
HP:0410342	circulating heparan increased level sulphate
HP:0410342	blood concentration heparan increased sulfate
HP:0410342	circulating heparan increased level sulfate
HP:0410342	blood concentration heparan increased sulphate
HP:0410343	blood concentration decreased heparan sulfate
HP:0410343	circulating decreased heparan level sulphate
HP:0410343	blood concentration decreased heparan sulphate
HP:0410343	circulating decreased heparan level sulfate
HP:0410344	fucose glycans o on presence properdin terminal
HP:0410344	fucosylated glycan o on properdin shortened
HP:0410345	concentration increased polyhexose urine
HP:0410345	increased polyhexose urinary
HP:0410346	galactosylated increased oligosaccharide urinary
HP:0410346	concentration galactosylated increased oligosaccharides urine
HP:0410347	high increased mannose oligosaccharide type urinary
HP:0410347	concentration high increased mannose oligosaccharides type urine
HP:0410348	concentration increase multiantennary oligosaccharides sialylated urine
HP:0410348	increased multiantennary oligosaccharide sialylated urinary
HP:0410349	3 acetylglucosaminyltransferase beta decreased fucosylpeptide glycosyltransferase level n o
HP:0410350	concentration fucosylated increased oligosaccharides urine
HP:0410350	fucosylated increased oligosaccharide urinary
HP:0410351	abnormal complex concentration glycans glycoproteins n on
HP:0410351	abnormal complex glycan level n
HP:0410352	complex concentration glycans glycoproteins increased n on
HP:0410352	complex glycan increased level n
HP:0410353	complex glycans glycoproteins increased n on truncated
HP:0410353	complex decreased glycan level n
HP:0410354	glycan increased level n sialylated
HP:0410354	concentration glycans glycoproteins increased n on sialylated
HP:0410355	concentration decreased glycans glycoproteins n on sialylated
HP:0410355	decreased glycan level n sialylated
HP:0410356	abnormal concentration glycans glycoprotein high mannose n on
HP:0410356	abnormal glycan high level mannose n
HP:0410357	glycan high increased level mannose n
HP:0410357	concentration glycans glycoprotein high increased mannose n on
HP:0410358	concentration decreased glycans glycoprotein high mannose n on
HP:0410358	decreased glycan high level mannose n
HP:0410359	abnormal antigen concentration t
HP:0410359	1 abnormal core glycan level o
HP:0410360	antigen concentration increased t
HP:0410360	1 core glycan increased level o
HP:0410361	1 core decreased glycan level o
HP:0410361	antigen concentration decreased t
HP:0410362	alpha dystroglycan glycans mannosyl o on reduced
HP:0410362	alpha decreased dystroglycan glycans mannosyl o on
HP:0410363	antigen concentration increased sialyl t
HP:0410363	1 core glycan increased level monosialylated o
HP:0410364	antigen concentration decreased sialyl t
HP:0410364	1 core decreased glycan level monosialylated o
HP:0410365	1 core disialylated glycan increased level o
HP:0410365	antigen concentration disialyl increased t
HP:0410366	gb4 globoside increased level
HP:0410366	concentration gb4 globoside increased
HP:0410367	a antibody hepatitis increased level virus
HP:0410368	gb3 globoside increased level
HP:0410368	concentration gb3 globoside increased
HP:0410369	antibody b hepatitis increased level virus
HP:0410370	absence ganglioside gm3
HP:0410371	antibody c hepatitis increased level virus
HP:0410372	antigen increased level tn
HP:0410372	concentration galnac glycoprotein increased o on
HP:0410373	abnormal cd4 cells naive proportion t
HP:0410373	abnormal alpha beta cd4 cells derived naive positive proportion t thymus
HP:0410373	abnormal cd4 cd45ra cells proportion
HP:0410374	abnormal cd8 cells naive proportion t
HP:0410375	alpha beta cd4 cells derived increased naive positive proportion t thymus
HP:0410375	cd4 cd45ra cells increased proportion
HP:0410375	cd4 cells elevated naive proportion t
HP:0410375	cd4 cells increased naive proportion t
HP:0410376	cd8 cells increased naive proportion t
HP:0410376	cd8 cells elevated naive proportion t
HP:0410376	alpha beta cd8 cells derived elevated naive positive proportion t thymus
HP:0410377	cd8 cells decreased naive proportion t
HP:0410377	alpha beta cd8 cells derived naive positive proportion reduced t thymus
HP:0410377	cd8 cells naive proportion reduced t
HP:0410378	cd4 cells decreased naive proportion t
HP:0410378	cd4 cd45ra cells decreased proportion
HP:0410378	alpha beta cd4 cells decreased derived naive positive proportion t thymus
HP:0410378	cd4 cells naive proportion reduced t
HP:0410379	abnormal alpha beta cd4 cells memory positive proportion t
HP:0410380	abnormal alpha beta cd8 cells memory positive proportion t
HP:0410381	abnormal alpha beta cd4 cells central memory positive proportion t
HP:0410383	abnormal alpha beta cd8 cells effector memory positive proportion t
HP:0410384	abnormal alpha beta cd8 cells central memory positive proportion t
HP:0410385	alpha beta cd8 cells decreased memory positive proportion t
HP:0410386	alpha beta cd4 cells decreased memory positive proportion t
HP:0410388	cd4 cells central decreased memory proportion
HP:0410388	alpha beta cd4 cell central decreased memory proportion t
HP:0410388	cd4 cells central decreased memory positive proportion
HP:0410388	cd4 cells central memory proportion reduced
HP:0410388	alpha beta cd4 cells central decreased memory positive proportion t
HP:0410389	alpha beta cd8 cells central decreased memory positive proportion t
HP:0410390	alpha beta cd8 cells decreased effector memory positive proportion t
HP:0410391	alpha beta cd4 cells increased memory positive proportion t
HP:0410392	alpha beta cd8 cells increased memory positive proportion t
HP:0410393	alpha beta cd4 cell central increased memory proportion t
HP:0410393	cd4 cells central elevated memory proportion
HP:0410393	alpha beta cd4 cells central elevated memory positive proportion t
HP:0410393	alpha beta cd4 cells central increased memory positive proportion t
HP:0410393	cd4 cells central increased memory proportion
HP:0410394	alpha beta cd4 cells effector increased memory positive proportion t
HP:0410395	alpha beta cd8 cells effector increased memory positive proportion t
HP:0410396	alpha beta cd8 cells central increased memory positive proportion t
HP:0410397	bronchiolectasis
HP:0410397	bronchiolectasia
HP:0410399	blood increased lead level
HP:0410399	blood lead positive test
HP:0410400	absent glands sebaceous
HP:0410400	absence glands sebaceous
HP:0430000	abnormality bone frontal
HP:0430000	abnormal bone frontal morphology
HP:0430000	bone deformity frontal
HP:0430000	abnormality bone forehead
HP:0430000	anomaly bone frontal
HP:0430000	bone frontal malformation
HP:0430002	anomaly bone lacrimal
HP:0430002	bone deformity lacrimal
HP:0430002	abnormal bone lacrimal morphology
HP:0430002	bone lacrimal malformation
HP:0430003	anomaly bone palatine
HP:0430003	abnormal bone morphology palatine
HP:0430003	bone deformity palatine
HP:0430003	bone malformation palatine
HP:0430003	abnormality bone palatine
HP:0430004	faciosynostosis frontomalar
HP:0430005	bone ethmoid malformation
HP:0430005	anomaly bone ethmoid
HP:0430005	bone deformity ethmoid
HP:0430005	abnormal bone ethmoid morphology
HP:0430005	abnormality bone ethmoid
HP:0430006	cilia ectopic eyelid
HP:0430007	symblepharon
HP:0430007	eyeball eyelid stuck to
HP:0430007	adhesion eye eyelid globe to
HP:0430008	accessory eyelid
HP:0430008	extra eyelid
HP:0430008	double eyelid
HP:0430009	eyelid hypoplastic
HP:0430009	eyelid short
HP:0430009	decreased eyelid size
HP:0430009	eyelid small
HP:0430009	eyelid hypoplasia
HP:0430009	eyelid underdevelopment
HP:0430010	microblepharia
HP:0430010	abnormally eyelid small
HP:0430011	conjunctiva defect palpebral
HP:0430012	bone formation incomplete palatine
HP:0430012	bone incomplete mineralization palatine
HP:0430012	bone incomplete ossification palatine
HP:0430012	bone calcification incomplete palatine
HP:0430013	absent bone ossification palatine
HP:0430013	absence bone formation palatine
HP:0430013	absence bone mineralization palatine
HP:0430013	absence bone calcification palatine
HP:0430014	abnormality muscles palate soft
HP:0430014	abnormality musculature palate soft
HP:0430015	abnormal morphology musculature pharynx
HP:0430015	abnormality muscles pharynx
HP:0430015	abnormality musculature pharynx
HP:0430015	abnormality musculature pharyngeal
HP:0430016	abnormality muscle palatini tensor veli
HP:0430017	abnormality muscle uvular
HP:0430017	abnormality musculus uvulae
HP:0430018	abnormality muscle nose
HP:0430018	abnormality musculature nose
HP:0430018	abnormality musculature nasal
HP:0430019	abnormality expression facial muscle
HP:0430019	abnormality expression facial musculature
HP:0430020	abnormality alaeque labii levator muscle nasi superioris
HP:0430021	abnormality artery carotid common
HP:0430021	abnormal artery carotid common morphology
HP:0430022	abnormality sinus sphenoid
HP:0430022	abnormality sinus sphenoidal
HP:0430023	abnormality jaw sinus upper
HP:0430023	abnormality antrum highmore
HP:0430023	abnormality antrum maxillary
HP:0430023	abnormality maxillary sinus
HP:0430024	abnormality external jugular vein
HP:0430025	bilateral facial paralysis
HP:0430025	both face paralysis sides
HP:0430025	bilateral facial palsy
HP:0430025	both face sides weakness
HP:0430025	bilateral facial muscle weakness
HP:0430025	bilateral facial muscle paralysis
HP:0430028	hypertrophy jaw upper
HP:0430028	macrognathia maxillary
HP:0430028	jaw prognathia upper
HP:0430028	maxillary prognathia
HP:0430028	increased jaw size upper
HP:0430028	big maxilla
HP:0430028	maxillary prominence
HP:0430028	hyperplasia maxilla
HP:0430028	hypertrophy maxilla
HP:0430028	increased maxilla size
HP:0430028	large maxilla
HP:0430028	excess jaw upper
HP:0430028	bone excess jaw upper
HP:0430028	increased maxilla projection
HP:0430028	hyperplasia jaw upper
HP:0430028	excess maxillary
HP:0430028	increased jaw projection upper
HP:0430028	maxilla prominent
HP:0430028	hyperplasia maxillary
HP:0430028	jaw large upper
HP:0430028	jaw prominent upper
HP:0430028	big jaw upper
HP:0430029	bone hyperplasia palate primary
HP:0430029	bone increased palate primary size
HP:0430029	bone large palate primary
HP:0430029	increased premaxilla size
HP:0430029	large premaxilla
HP:0430029	excess premaxillary
HP:0430029	hyperplasia premaxilla
HP:0430029	bone excess palate primary
HP:0430029	bone hyperplasia intermaxillary
HP:0500001	body odor
HP:0500001	body odour
HP:0500001	bromidrosis
HP:0500001	osmidrosis
HP:0500001	bromhidrosis
HP:0500005	anal pain
HP:0500005	pain rectal
HP:0500006	urethritis
HP:0500007	flocculi iris
HP:0500008	keratopathy vortex
HP:0500008	cornea verticillata
HP:0500009	disease duclos lhermitte
HP:0500009	cerebellum dysplastic gangliocytoma
HP:0500011	facies moon
HP:0500011	facies puffy
HP:0500011	face moon
HP:0500011	face puffy
HP:0500012	abnormality gonadotropin hormone level releasing
HP:0500012	abnormal concentration gonadotropin hormone releasing
HP:0500012	abnormality gnrh level
HP:0500013	gonadotropin hormone lack pulsatility releasing
HP:0500013	absence gnrh pulsatility
HP:0500015	abnormal cardiac test
HP:0500016	abnormal cardiac mri
HP:0500016	abnormal heart mri
HP:0500016	abnormal cardiac imaging magnetic resonance
HP:0500017	abnormal cardiac catheterization
HP:0500017	abnormal cardiac cath
HP:0500018	abnormal exercise test
HP:0500018	abnormal cardiac exercise stress test
HP:0500018	abnormal cardiac exercise test
HP:0500018	abnormal test treadmill
HP:0500019	abnormal cart metabolic test
HP:0500019	abnormal cart energy expenditure from metabolic resting test
HP:0500020	abnormal biomarker cardiac test
HP:0500021	acid aminobutyric brain by gamma level mrs reduced
HP:0500022	abnormal androstenolone level serum
HP:0500022	abnormal dhea serum
HP:0500022	abnormal dehydroepiandrosterone level serum
HP:0500022	abnormal circulating concentration dehydroepiandrosterone
HP:0500023	aplasia muscle shoulder
HP:0500023	absent muscle shoulder
HP:0500024	aplasia musculature pelvis
HP:0500026	hypoplasia musculature pelvis
HP:0500027	absence colon
HP:0500027	aplasia colon
HP:0500027	aplastic colon
HP:0500028	cotton plaques wool
HP:0500030	abnormal glycogen hepatic storage
HP:0500031	bones carpal sclerosis
HP:0500032	aberrant branching neuronal
HP:0500032	abnormal branching neuronal
HP:0500032	abnormal branching neuron
HP:0500033	abnormal distribution killer natural subset
HP:0500034	nasolacrimal obstruction sac
HP:0500035	granuloma nasolacrimal sac
HP:0500036	nasolacrimal papilloma sac
HP:0500037	carcinoma epithelial nasolacrimal papillary sac
HP:0500039	cicatricial conjunctival conjunctivitis
HP:0500039	cicatrization conjunctival
HP:0500039	cicatrizating conjunctivitis
HP:0500039	cicatricial conjunctivitis
HP:0500040	conjunctival lipodermoid
HP:0500040	conjunctiva dermolipoma
HP:0500041	astigmatism myopic
HP:0500042	hyperopia latent
HP:0500042	hypermetropia latent
HP:0500043	eyelid retraction
HP:0500044	eyelid retraction upper
HP:0500045	collier s sign
HP:0500046	blepharitis seborrhoeic
HP:0500047	lymphoma nasolacrimal sac
HP:0500048	canalization delayed duct nasolacrimal
HP:0500049	prematurity retinopathy
HP:0500050	1 rop stage
HP:0500050	1 prematurity retinopathy stage
HP:0500051	2 rop stage
HP:0500051	2 prematurity retinopathy stage
HP:0500052	3 rop stage
HP:0500052	3 prematurity retinopathy stage
HP:0500053	4 prematurity retinopathy stage
HP:0500053	4 rop stage
HP:0500054	4a prematurity retinopathy stage
HP:0500054	4a rop stage
HP:0500055	4b prematurity retinopathy stage
HP:0500055	4b rop
HP:0500056	5 prematurity retinopathy stage
HP:0500056	5 rop stage
HP:0500057	5a rop stage
HP:0500057	5a prematurity retinopathy stage
HP:0500058	5b rop stage
HP:0500058	5b prematurity retinopathy stage
HP:0500059	1 rop zone
HP:0500059	i prematurity retinopathy zone
HP:0500060	ii prematurity retinopathy zone
HP:0500060	ii rop zone
HP:0500061	iii prematurity retinopathy zone
